datetime,patients,hour,day_of_week,is_weekend,month,week_number,season,is_holiday,holiday,event_flag,shift_period,arrivals,admissions,discharges,waiting_patients,avg_wait_time_minutes,occupancy_rate,occupied_beds,available_beds,available_doctors,available_nurses,doctors_available,nurses_available,appointments_count,or_bookings_count,department_pressure_score,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour
2024-10-25 18:00:00,133,18,4,0,10,43,Autumn,0,0,0,Evening,25,11,22,5,32,0.61,133,85,42,96,42,96,2,1,45.11,128,137,137.33,141.67,128.12,131
2024-10-25 19:00:00,131,19,4,0,10,43,Autumn,0,0,0,Evening,26,11,19,3,26,0.601,131,87,42,96,42,96,8,2,42.86,133,137,135.33,139.0,127.96,135
2024-10-25 20:00:00,135,20,4,0,10,43,Autumn,0,0,0,Evening,27,12,24,5,32,0.619,135,83,42,96,42,96,6,0,46.66,131,136,130.67,136.5,127.71,112
2024-10-25 21:00:00,112,21,4,0,10,43,Autumn,0,0,0,Evening,19,8,13,5,32,0.58,126,92,42,96,42,96,5,2,44.05,135,125,133.0,135.17,127.67,127
2024-10-25 22:00:00,127,22,4,0,10,43,Autumn,0,0,0,Evening,22,9,14,5,32,0.583,127,91,42,96,42,96,9,0,45.2,112,122,126.0,130.67,127.12,121
2024-10-25 23:00:00,121,23,4,0,10,43,Autumn,0,0,0,Night,22,9,11,4,29,0.58,126,92,36,82,36,82,5,2,42.45,127,125,124.67,127.67,127.33,76
2024-10-26 00:00:00,76,0,5,1,10,43,Autumn,0,0,0,Night,14,5,9,2,24,0.58,126,92,36,82,36,82,1,4,38.25,121,96,120.0,126.5,127.17,74
2024-10-26 01:00:00,74,1,5,1,10,43,Autumn,0,0,0,Night,13,4,5,3,26,0.58,126,92,36,82,36,82,5,0,40.85,76,91,108.0,117.0,126.33,70
2024-10-26 02:00:00,70,2,5,1,10,43,Autumn,0,0,0,Night,14,5,9,3,26,0.58,126,92,36,82,36,82,5,2,40.85,74,92,90.33,107.5,125.62,74
2024-10-26 03:00:00,74,3,5,1,10,43,Autumn,0,0,0,Night,11,4,8,2,24,0.58,126,92,36,82,36,82,7,1,39.75,70,101,73.33,96.67,124.71,73
2024-10-26 04:00:00,73,4,5,1,10,43,Autumn,0,0,0,Night,15,5,7,3,26,0.58,126,92,36,82,36,82,5,0,40.85,74,87,72.67,90.33,123.58,74
2024-10-26 05:00:00,74,5,5,1,10,43,Autumn,0,0,0,Night,15,5,6,4,29,0.58,126,92,36,82,36,82,3,2,41.95,73,99,72.33,81.33,123.0,90
2024-10-26 06:00:00,90,6,5,1,10,43,Autumn,0,0,0,Night,19,6,10,2,24,0.58,126,92,36,82,36,82,5,2,39.25,74,125,73.67,73.5,121.96,95
2024-10-26 07:00:00,95,7,5,1,10,43,Autumn,0,0,0,Morning,14,5,9,2,24,0.58,126,92,42,96,42,96,2,1,38.5,90,118,79.0,75.83,120.5,117
2024-10-26 08:00:00,117,8,5,1,10,43,Autumn,0,0,0,Morning,26,9,10,4,29,0.58,126,92,42,96,42,96,6,0,42.7,95,148,86.33,79.33,119.54,121
2024-10-26 09:00:00,121,9,5,1,10,43,Autumn,0,0,0,Morning,29,10,12,8,40,0.58,126,92,42,96,42,96,2,0,48.1,117,163,100.67,87.17,118.25,121
2024-10-26 10:00:00,121,10,5,1,10,43,Autumn,0,0,0,Morning,26,9,12,6,35,0.58,126,92,42,96,42,96,2,1,44.9,121,162,111.0,95.0,116.5,127
2024-10-26 11:00:00,127,11,5,1,10,43,Autumn,0,0,0,Morning,27,9,10,7,38,0.583,127,91,42,96,42,96,7,2,47.9,121,161,119.67,103.0,114.79,124
2024-10-26 12:00:00,124,12,5,1,10,43,Autumn,0,0,0,Morning,25,8,13,7,38,0.58,126,92,42,96,42,96,4,0,47.0,127,149,123.0,111.83,113.38,111
2024-10-26 13:00:00,111,13,5,1,10,43,Autumn,0,0,0,Morning,19,6,10,5,32,0.58,126,92,42,96,42,96,5,3,44.05,124,146,124.0,117.5,112.33,111
2024-10-26 14:00:00,111,14,5,1,10,43,Autumn,0,0,0,Morning,20,7,14,5,32,0.58,126,92,42,96,42,96,0,1,42.8,111,143,120.67,120.17,110.88,113
2024-10-26 15:00:00,113,15,5,1,10,43,Autumn,0,0,0,Evening,19,6,10,3,26,0.58,126,92,42,96,42,96,6,0,41.1,111,139,115.33,119.17,109.54,116
2024-10-26 16:00:00,116,16,5,1,10,43,Autumn,0,0,0,Evening,20,7,17,4,29,0.58,126,92,42,96,42,96,3,2,41.95,113,145,111.67,117.83,108.46,100
2024-10-26 17:00:00,100,17,5,1,10,43,Autumn,0,0,0,Evening,17,6,15,5,32,0.58,126,92,42,96,42,96,6,2,44.3,116,128,113.33,117.0,107.25,100
2024-10-26 18:00:00,100,18,5,1,10,43,Autumn,0,0,0,Evening,21,7,18,3,26,0.58,126,92,42,96,42,96,5,0,40.85,100,133,109.67,112.5,106.08,103
2024-10-26 19:00:00,103,19,5,1,10,43,Autumn,0,0,0,Evening,16,5,18,4,29,0.58,126,92,42,96,42,96,7,0,42.95,100,131,105.33,108.5,104.71,103
2024-10-26 20:00:00,103,20,5,1,10,43,Autumn,0,0,0,Evening,20,7,18,3,26,0.58,126,92,42,96,42,96,5,1,40.85,103,135,101.0,107.17,103.54,89
2024-10-26 21:00:00,89,21,5,1,10,43,Autumn,0,0,0,Evening,16,5,9,4,29,0.58,126,92,42,96,42,96,5,0,42.45,103,112,102.0,105.83,102.21,100
2024-10-26 22:00:00,100,22,5,1,10,43,Autumn,0,0,0,Evening,19,6,10,3,26,0.58,126,92,42,96,42,96,2,3,40.1,89,127,98.33,101.83,101.25,92
2024-10-26 23:00:00,92,23,5,1,10,43,Autumn,0,0,0,Night,16,5,7,1,21,0.58,126,92,36,82,36,82,3,1,37.15,100,121,97.33,99.17,100.12,76
2024-10-27 00:00:00,76,0,6,1,10,43,Autumn,0,0,0,Night,13,4,5,2,24,0.58,126,92,36,82,36,82,5,1,39.25,92,76,93.67,97.83,98.92,81
2024-10-27 01:00:00,81,1,6,1,10,43,Autumn,0,0,0,Night,17,6,10,3,26,0.58,126,92,36,82,36,82,4,1,40.6,76,74,89.33,93.83,98.92,82
2024-10-27 02:00:00,82,2,6,1,10,43,Autumn,0,0,0,Night,13,4,7,2,24,0.58,126,92,36,82,36,82,3,0,38.75,81,70,83.0,90.17,99.21,78
2024-10-27 03:00:00,78,3,6,1,10,43,Autumn,0,0,0,Night,12,4,6,2,24,0.58,126,92,36,82,36,82,2,0,38.5,82,74,79.67,86.67,99.71,78
2024-10-27 04:00:00,78,4,6,1,10,43,Autumn,0,0,0,Night,11,4,8,2,24,0.58,126,92,36,82,36,82,2,1,38.5,78,73,80.33,84.83,99.88,81
2024-10-27 05:00:00,81,5,6,1,10,43,Autumn,0,0,0,Night,14,5,9,3,26,0.58,126,92,36,82,36,82,9,1,41.85,78,74,79.33,81.17,100.08,99
2024-10-27 06:00:00,99,6,6,1,10,43,Autumn,0,0,0,Night,18,6,10,2,24,0.58,126,92,36,82,36,82,5,3,39.25,81,90,79.0,79.33,100.38,97
2024-10-27 07:00:00,97,7,6,1,10,43,Autumn,0,0,0,Morning,19,6,11,3,26,0.58,126,92,42,96,42,96,0,0,39.6,99,95,86.0,83.17,100.75,122
2024-10-27 08:00:00,122,8,6,1,10,43,Autumn,0,0,0,Morning,28,10,10,6,35,0.58,126,92,42,96,42,96,2,0,44.9,97,117,92.33,85.83,100.83,124
2024-10-27 09:00:00,124,9,6,1,10,43,Autumn,0,0,0,Morning,28,10,13,6,35,0.58,126,92,42,96,42,96,6,0,45.9,122,121,106.0,92.5,101.04,133
2024-10-27 10:00:00,133,10,6,1,10,43,Autumn,0,0,0,Morning,30,10,13,3,26,0.61,133,85,42,96,42,96,2,1,41.91,124,121,114.33,100.17,101.17,131
2024-10-27 11:00:00,131,11,6,1,10,43,Autumn,0,0,0,Morning,28,10,14,4,29,0.601,131,87,42,96,42,96,5,2,43.71,133,127,126.33,109.33,101.67,142
2024-10-27 12:00:00,142,12,6,1,10,43,Autumn,0,0,0,Morning,31,11,12,5,32,0.651,142,76,42,96,42,96,1,1,47.33,131,124,129.33,117.67,101.83,122
2024-10-27 13:00:00,122,13,6,1,10,43,Autumn,0,0,0,Morning,25,8,9,4,29,0.58,126,92,42,96,42,96,4,2,42.2,142,111,135.33,124.83,102.58,126
2024-10-27 14:00:00,126,14,6,1,10,43,Autumn,0,0,0,Morning,23,8,19,3,26,0.58,126,92,42,96,42,96,7,1,41.35,122,111,131.67,129.0,103.04,115
2024-10-27 15:00:00,115,15,6,1,10,43,Autumn,0,0,0,Evening,24,8,14,3,26,0.58,126,92,42,96,42,96,3,1,40.35,126,113,130.0,129.67,103.67,117
2024-10-27 16:00:00,117,16,6,1,10,43,Autumn,0,0,0,Evening,17,6,19,3,26,0.58,126,92,42,96,42,96,4,1,40.6,115,116,121.0,128.17,103.75,103
2024-10-27 17:00:00,103,17,6,1,10,43,Autumn,0,0,0,Evening,21,7,18,3,26,0.58,126,92,42,96,42,96,5,1,40.85,117,100,119.33,125.5,103.79,112
2024-10-27 18:00:00,112,18,6,1,10,43,Autumn,0,0,0,Evening,18,6,18,5,32,0.58,126,92,42,96,42,96,2,0,43.3,103,100,111.67,120.83,103.92,108
2024-10-27 19:00:00,108,19,6,1,10,43,Autumn,0,0,0,Evening,21,7,17,3,26,0.58,126,92,42,96,42,96,6,3,41.1,112,103,110.67,115.83,104.42,120
2024-10-27 20:00:00,120,20,6,1,10,43,Autumn,0,0,0,Evening,21,7,19,4,29,0.58,126,92,42,96,42,96,2,1,41.7,108,103,107.67,113.5,104.62,95
2024-10-27 21:00:00,95,21,6,1,10,43,Autumn,0,0,0,Evening,18,6,13,3,26,0.58,126,92,42,96,42,96,4,2,40.6,120,89,113.33,112.5,105.33,102
2024-10-27 22:00:00,102,22,6,1,10,43,Autumn,0,0,0,Evening,19,6,14,4,29,0.58,126,92,42,96,42,96,4,2,42.2,95,100,107.67,109.17,105.58,95
2024-10-27 23:00:00,95,23,6,1,10,43,Autumn,0,0,0,Night,20,7,9,6,35,0.58,126,92,36,82,36,82,2,3,44.9,102,92,105.67,106.67,105.67,105
2024-10-28 00:00:00,105,0,0,0,10,44,Autumn,0,0,0,Night,17,7,9,3,26,0.58,126,92,36,82,36,82,5,1,40.85,95,76,97.33,105.33,105.79,96
2024-10-28 01:00:00,96,1,0,0,10,44,Autumn,0,0,0,Night,20,9,10,3,26,0.58,126,92,36,82,36,82,4,0,40.6,105,81,100.67,104.17,107.0,110
2024-10-28 02:00:00,110,2,0,0,10,44,Autumn,0,0,0,Night,18,8,12,2,24,0.58,126,92,36,82,36,82,8,2,40.0,96,82,98.67,102.17,107.62,102
2024-10-28 03:00:00,102,3,0,0,10,44,Autumn,0,0,0,Night,18,8,10,5,32,0.58,126,92,36,82,36,82,4,0,43.8,110,78,103.67,100.5,108.79,108
2024-10-28 04:00:00,108,4,0,0,10,44,Autumn,0,0,0,Night,19,8,9,4,29,0.58,126,92,36,82,36,82,7,0,42.95,102,78,102.67,101.67,109.79,107
2024-10-28 05:00:00,107,5,0,0,10,44,Autumn,0,0,0,Night,21,9,11,4,29,0.58,126,92,36,82,36,82,4,2,42.2,108,81,106.67,102.67,111.04,132
2024-10-28 06:00:00,132,6,0,0,10,44,Autumn,0,0,0,Night,22,9,10,3,26,0.606,132,86,36,82,36,82,0,1,41.13,107,99,105.67,104.67,112.12,131
2024-10-28 07:00:00,131,7,0,0,10,44,Autumn,0,0,0,Morning,23,10,12,6,35,0.601,131,87,42,96,42,96,5,5,46.91,132,97,115.67,109.17,113.5,159
2024-10-28 08:00:00,159,8,0,0,10,44,Autumn,0,0,0,Morning,37,16,17,5,32,0.729,159,59,42,96,42,96,20,4,56.76,131,122,123.33,115.0,114.92,176
2024-10-28 09:00:00,176,9,0,0,10,44,Autumn,0,0,0,Morning,40,17,13,10,47,0.807,176,42,42,96,42,96,15,4,68.19,159,124,140.67,123.17,116.46,175
2024-10-28 10:00:00,175,10,0,0,10,44,Autumn,0,0,0,Morning,40,17,13,8,41,0.803,175,43,42,96,42,96,17,3,65.22,176,133,155.33,135.5,118.62,169
2024-10-28 11:00:00,169,11,0,0,10,44,Autumn,0,0,0,Morning,42,18,16,7,38,0.775,169,49,42,96,42,96,23,4,63.46,175,131,170.0,146.67,120.38,180
2024-10-28 12:00:00,180,12,0,0,10,44,Autumn,0,0,0,Morning,42,18,18,8,42,0.826,180,38,42,96,42,96,22,4,67.84,169,142,173.33,157.0,121.96,159
2024-10-28 13:00:00,159,13,0,0,10,44,Autumn,0,0,0,Morning,29,12,13,6,35,0.729,159,59,42,96,42,96,21,3,58.61,180,122,174.67,165.0,123.54,162
2024-10-28 14:00:00,162,14,0,0,10,44,Autumn,0,0,0,Morning,31,13,14,6,35,0.743,162,56,42,96,42,96,18,2,58.69,159,126,169.33,169.67,125.08,159
2024-10-28 15:00:00,159,15,0,0,10,44,Autumn,0,0,0,Evening,33,14,19,7,38,0.729,159,59,42,96,42,96,19,5,59.71,162,115,167.0,170.17,126.58,161
2024-10-28 16:00:00,161,16,0,0,10,44,Autumn,0,0,0,Evening,30,13,26,4,29,0.739,161,57,42,96,42,96,24,4,56.71,159,117,160.0,167.33,128.42,145
2024-10-28 17:00:00,145,17,0,0,10,44,Autumn,0,0,0,Evening,23,10,26,3,26,0.665,145,73,42,96,42,96,6,4,46.21,161,103,160.67,165.0,130.25,145
2024-10-28 18:00:00,145,18,0,0,10,44,Autumn,0,0,0,Evening,26,11,27,5,32,0.665,145,73,42,96,42,96,5,2,49.16,145,112,155.0,161.0,132.0,142
2024-10-28 19:00:00,142,19,0,0,10,44,Autumn,0,0,0,Evening,25,11,23,5,32,0.651,142,76,42,96,42,96,3,0,47.83,145,108,150.33,155.17,133.38,147
2024-10-28 20:00:00,147,20,0,0,10,44,Autumn,0,0,0,Evening,27,12,23,5,32,0.674,147,71,42,96,42,96,6,0,49.96,142,120,144.0,152.33,134.79,139
2024-10-28 21:00:00,139,21,0,0,10,44,Autumn,0,0,0,Evening,27,12,14,4,29,0.638,139,79,42,96,42,96,4,2,45.66,147,95,144.67,149.83,135.92,133
2024-10-28 22:00:00,133,22,0,0,10,44,Autumn,0,0,0,Evening,25,11,13,5,32,0.61,133,85,42,96,42,96,4,1,45.61,139,102,142.67,146.5,137.75,140
2024-10-28 23:00:00,140,23,0,0,10,44,Autumn,0,0,0,Night,26,11,11,4,29,0.642,140,78,36,82,36,82,1,2,45.18,133,95,139.67,141.83,139.04,106
2024-10-29 00:00:00,106,0,1,0,10,44,Autumn,0,0,0,Night,20,9,10,4,29,0.58,126,92,36,82,36,82,7,0,42.95,140,105,137.33,141.0,140.92,110
2024-10-29 01:00:00,110,1,1,0,10,44,Autumn,0,0,0,Night,21,9,11,5,32,0.58,126,92,36,82,36,82,5,1,44.05,106,96,126.33,134.5,140.96,111
2024-10-29 02:00:00,111,2,1,0,10,44,Autumn,0,0,0,Night,17,7,12,4,29,0.58,126,92,36,82,36,82,1,0,41.45,110,110,118.67,129.17,141.54,112
2024-10-29 03:00:00,112,3,1,0,10,44,Autumn,0,0,0,Night,22,9,14,3,26,0.58,126,92,36,82,36,82,3,3,40.35,111,102,109.0,123.17,141.58,105
2024-10-29 04:00:00,105,4,1,0,10,44,Autumn,0,0,0,Night,20,9,12,4,29,0.58,126,92,36,82,36,82,1,1,41.45,112,108,111.0,118.67,142.0,108
2024-10-29 05:00:00,108,5,1,0,10,44,Autumn,0,0,0,Night,18,8,9,3,26,0.58,126,92,36,82,36,82,3,2,40.35,105,107,109.33,114.0,141.88,127
2024-10-29 06:00:00,127,6,1,0,10,44,Autumn,0,0,0,Night,22,9,11,4,29,0.583,127,91,36,82,36,82,4,0,42.35,108,132,108.33,108.67,141.92,137
2024-10-29 07:00:00,137,7,1,0,10,44,Autumn,0,0,0,Morning,27,12,13,6,35,0.628,137,81,42,96,42,96,4,4,48.31,127,131,113.33,112.17,141.71,165
2024-10-29 08:00:00,165,8,1,0,10,44,Autumn,0,0,0,Morning,39,17,17,8,40,0.757,165,53,42,96,42,96,19,4,62.96,137,159,124.0,116.67,141.96,178
2024-10-29 09:00:00,178,9,1,0,10,44,Autumn,0,0,0,Morning,41,18,19,8,42,0.817,178,40,42,96,42,96,20,6,66.79,165,176,143.0,125.67,142.21,171
2024-10-29 10:00:00,171,10,1,0,10,44,Autumn,0,0,0,Morning,41,18,16,8,40,0.784,171,47,42,96,42,96,20,4,64.86,178,175,160.0,136.67,142.29,169
2024-10-29 11:00:00,169,11,1,0,10,44,Autumn,0,0,0,Morning,38,16,17,5,32,0.775,169,49,42,96,42,96,19,4,59.26,171,169,171.33,147.67,142.12,166
2024-10-29 12:00:00,166,12,1,0,10,44,Autumn,0,0,0,Morning,39,17,20,8,40,0.761,166,52,42,96,42,96,20,5,63.49,169,180,172.67,157.83,142.12,159
2024-10-29 13:00:00,159,13,1,0,10,44,Autumn,0,0,0,Morning,27,12,12,4,29,0.729,159,59,42,96,42,96,21,5,55.41,166,159,168.67,164.33,141.54,161
2024-10-29 14:00:00,161,14,1,0,10,44,Autumn,0,0,0,Morning,29,12,15,5,32,0.739,161,57,42,96,42,96,21,2,57.56,159,162,164.67,168.0,141.54,157
2024-10-29 15:00:00,157,15,1,0,10,44,Autumn,0,0,0,Evening,25,11,17,4,29,0.72,157,61,42,96,42,96,19,4,54.36,161,159,162.0,167.33,141.5,157
2024-10-29 16:00:00,157,16,1,0,10,44,Autumn,0,0,0,Evening,28,12,28,6,35,0.72,157,61,42,96,42,96,19,3,57.56,157,161,159.0,163.83,141.42,148
2024-10-29 17:00:00,148,17,1,0,10,44,Autumn,0,0,0,Evening,25,11,26,4,29,0.679,148,70,42,96,42,96,4,6,48.13,157,145,158.33,161.5,141.25,147
2024-10-29 18:00:00,147,18,1,0,10,44,Autumn,0,0,0,Evening,26,11,23,5,32,0.674,147,71,42,96,42,96,2,2,48.96,148,145,154.0,158.0,141.38,145
2024-10-29 19:00:00,145,19,1,0,10,44,Autumn,0,0,0,Evening,28,12,25,6,35,0.665,145,73,42,96,42,96,4,1,50.51,147,142,150.67,154.83,141.46,152
2024-10-29 20:00:00,152,20,1,0,10,44,Autumn,0,0,0,Evening,29,12,28,6,35,0.697,152,66,42,96,42,96,3,1,52.18,145,147,146.67,152.5,141.58,129
2024-10-29 21:00:00,129,21,1,0,10,44,Autumn,0,0,0,Evening,25,11,14,4,29,0.592,129,89,42,96,42,96,1,0,42.15,152,139,148.0,151.0,141.79,134
2024-10-29 22:00:00,134,22,1,0,10,44,Autumn,0,0,0,Evening,24,10,12,4,29,0.615,134,84,42,96,42,96,3,2,44.03,129,133,142.0,146.33,141.38,138
2024-10-29 23:00:00,138,23,1,0,10,44,Autumn,0,0,0,Night,24,10,12,4,29,0.633,138,80,36,82,36,82,8,1,46.38,134,140,138.33,142.5,141.42,111
2024-10-30 00:00:00,111,0,2,0,10,44,Autumn,0,0,0,Night,17,7,10,1,21,0.58,126,92,36,82,36,82,4,2,37.4,138,106,133.67,140.83,141.33,105
2024-10-30 01:00:00,105,1,2,0,10,44,Autumn,0,0,0,Night,18,8,8,4,29,0.58,126,92,36,82,36,82,3,1,41.95,111,110,127.67,134.83,141.54,107
2024-10-30 02:00:00,107,2,2,0,10,44,Autumn,0,0,0,Night,18,8,9,4,29,0.58,126,92,36,82,36,82,3,2,41.95,105,111,118.0,128.17,141.33,106
2024-10-30 03:00:00,106,3,2,0,10,44,Autumn,0,0,0,Night,21,9,11,4,29,0.58,126,92,36,82,36,82,0,1,41.2,107,112,107.67,120.67,141.17,109
2024-10-30 04:00:00,109,4,2,0,10,44,Autumn,0,0,0,Night,19,8,8,3,26,0.58,126,92,36,82,36,82,5,0,40.85,106,105,106.0,116.83,140.92,98
2024-10-30 05:00:00,98,5,2,0,10,44,Autumn,0,0,0,Night,17,7,10,2,24,0.58,126,92,36,82,36,82,0,0,38.0,109,108,107.33,112.67,141.08,124
2024-10-30 06:00:00,124,6,2,0,10,44,Autumn,0,0,0,Night,24,10,10,3,26,0.58,126,92,36,82,36,82,6,0,41.1,98,127,104.33,106.0,140.67,130
2024-10-30 07:00:00,130,7,2,0,10,44,Autumn,0,0,0,Morning,22,9,14,4,29,0.596,130,88,42,96,42,96,4,4,43.18,124,137,110.33,108.17,140.54,161
2024-10-30 08:00:00,161,8,2,0,10,44,Autumn,0,0,0,Morning,38,16,16,8,40,0.739,161,57,42,96,42,96,21,4,62.36,130,165,117.33,112.33,140.25,175
2024-10-30 09:00:00,175,9,2,0,10,44,Autumn,0,0,0,Morning,46,20,16,9,43,0.803,175,43,42,96,42,96,22,5,68.07,161,178,138.33,121.33,140.08,176
2024-10-30 10:00:00,176,10,2,0,10,44,Autumn,0,0,0,Morning,42,18,20,7,38,0.807,176,42,42,96,42,96,21,5,64.89,175,171,155.33,132.83,139.96,176
2024-10-30 11:00:00,176,11,2,0,10,44,Autumn,0,0,0,Morning,42,18,18,7,38,0.807,176,42,42,96,42,96,20,4,64.64,176,169,170.67,144.0,140.17,171
2024-10-30 12:00:00,171,12,2,0,10,44,Autumn,0,0,0,Morning,37,16,16,8,40,0.784,171,47,42,96,42,96,17,5,64.11,176,166,175.67,157.0,140.46,157
2024-10-30 13:00:00,157,13,2,0,10,44,Autumn,0,0,0,Morning,27,12,12,6,35,0.72,157,61,42,96,42,96,18,3,57.31,171,159,174.33,164.83,140.67,152
2024-10-30 14:00:00,152,14,2,0,10,44,Autumn,0,0,0,Morning,28,12,17,6,35,0.697,152,66,42,96,42,96,22,2,56.93,157,161,168.0,169.33,140.58,154
2024-10-30 15:00:00,154,15,2,0,10,44,Autumn,0,0,0,Evening,25,11,16,3,26,0.706,154,64,42,96,42,96,23,4,52.94,152,157,160.0,167.83,140.21,162
2024-10-30 16:00:00,162,16,2,0,10,44,Autumn,0,0,0,Evening,27,12,30,4,29,0.743,162,56,42,96,42,96,21,4,56.24,154,157,154.33,164.33,140.08,152
2024-10-30 17:00:00,152,17,2,0,10,44,Autumn,0,0,0,Evening,26,11,25,5,32,0.697,152,66,42,96,42,96,5,5,51.08,162,148,156.0,162.0,140.29,144
2024-10-30 18:00:00,144,18,2,0,10,44,Autumn,0,0,0,Evening,28,12,24,4,29,0.661,144,74,42,96,42,96,4,0,47.03,152,147,156.0,158.0,140.46,145
2024-10-30 19:00:00,145,19,2,0,10,44,Autumn,0,0,0,Evening,27,12,24,6,35,0.665,145,73,42,96,42,96,4,2,50.51,144,145,152.67,153.5,140.33,142
2024-10-30 20:00:00,142,20,2,0,10,44,Autumn,0,0,0,Evening,23,10,25,3,26,0.651,142,76,42,96,42,96,9,0,46.13,145,152,147.0,151.5,140.33,134
2024-10-30 21:00:00,134,21,2,0,10,44,Autumn,0,0,0,Evening,25,11,15,4,29,0.615,134,84,42,96,42,96,4,1,44.28,142,129,143.67,149.83,139.92,126
2024-10-30 22:00:00,126,22,2,0,10,44,Autumn,0,0,0,Evening,21,9,15,3,26,0.58,126,92,42,96,42,96,2,1,40.1,134,134,140.33,146.5,140.12,126
2024-10-30 23:00:00,126,23,2,0,10,44,Autumn,0,0,0,Night,22,9,14,4,29,0.58,126,92,36,82,36,82,3,0,41.95,126,138,134.0,140.5,139.79,96
2024-10-31 00:00:00,96,0,3,0,10,44,Autumn,0,0,0,Night,18,8,14,3,26,0.58,126,92,36,82,36,82,6,1,41.1,126,111,128.67,136.17,139.29,103
2024-10-31 01:00:00,103,1,3,0,10,44,Autumn,0,0,0,Night,19,8,9,2,24,0.58,126,92,36,82,36,82,5,1,39.25,96,105,116.0,128.17,138.67,100
2024-10-31 02:00:00,100,2,3,0,10,44,Autumn,0,0,0,Night,17,7,12,4,29,0.58,126,92,36,82,36,82,7,2,42.95,103,107,108.33,121.17,138.58,96
2024-10-31 03:00:00,96,3,3,0,10,44,Autumn,0,0,0,Night,17,7,10,2,24,0.58,126,92,36,82,36,82,4,1,39.0,100,106,99.67,114.17,138.29,97
2024-10-31 04:00:00,97,4,3,0,10,44,Autumn,0,0,0,Night,20,9,8,5,32,0.58,126,92,36,82,36,82,4,1,43.8,96,109,99.67,107.83,137.88,100
2024-10-31 05:00:00,100,5,3,0,10,44,Autumn,0,0,0,Night,17,7,12,2,24,0.58,126,92,36,82,36,82,4,2,39.0,97,98,97.67,103.0,137.38,134
2024-10-31 06:00:00,134,6,3,0,10,44,Autumn,0,0,0,Night,27,12,13,4,29,0.615,134,84,36,82,36,82,2,1,43.78,100,124,97.67,98.67,137.46,125
2024-10-31 07:00:00,125,7,3,0,10,44,Autumn,0,0,0,Morning,22,9,12,4,29,0.58,126,92,42,96,42,96,0,5,41.2,134,130,110.33,105.0,137.88,157
2024-10-31 08:00:00,157,8,3,0,10,44,Autumn,0,0,0,Morning,35,15,18,7,38,0.72,157,61,42,96,42,96,19,4,59.16,125,161,119.67,108.67,137.67,169
2024-10-31 09:00:00,169,9,3,0,10,44,Autumn,0,0,0,Morning,39,17,17,5,32,0.775,169,49,42,96,42,96,20,4,59.51,157,175,138.67,118.17,137.5,167
2024-10-31 10:00:00,167,10,3,0,10,44,Autumn,0,0,0,Morning,38,16,18,8,40,0.766,167,51,42,96,42,96,18,6,63.26,169,176,150.33,130.33,137.25,171
2024-10-31 11:00:00,171,11,3,0,10,44,Autumn,0,0,0,Morning,40,17,13,9,43,0.784,171,47,42,96,42,96,15,3,65.21,167,176,164.33,142.0,136.88,168
2024-10-31 12:00:00,168,12,3,0,10,44,Autumn,0,0,0,Morning,36,15,16,7,38,0.771,168,50,42,96,42,96,23,2,63.19,171,171,169.0,153.83,136.67,144
2024-10-31 13:00:00,144,13,3,0,10,44,Autumn,0,0,0,Morning,27,12,13,7,38,0.661,144,74,42,96,42,96,19,4,55.58,168,157,168.67,159.5,136.54,151
2024-10-31 14:00:00,151,14,3,0,10,44,Autumn,0,0,0,Morning,29,12,12,6,35,0.693,151,67,42,96,42,96,20,3,56.16,144,152,161.0,162.67,136.0,144
2024-10-31 15:00:00,144,15,3,0,10,44,Autumn,0,0,0,Evening,29,12,14,6,35,0.661,144,74,42,96,42,96,21,3,54.48,151,154,154.33,161.67,135.96,149
2024-10-31 16:00:00,149,16,3,0,10,44,Autumn,0,0,0,Evening,26,11,22,4,29,0.683,149,69,42,96,42,96,18,3,51.91,144,162,146.33,157.5,135.54,136
2024-10-31 17:00:00,136,17,3,0,10,44,Autumn,0,0,0,Evening,27,12,25,3,26,0.624,136,82,42,96,42,96,3,3,42.98,149,152,148.0,154.5,135.0,142
2024-10-31 18:00:00,142,18,3,0,10,44,Autumn,0,0,0,Evening,25,11,24,5,32,0.651,142,76,42,96,42,96,3,0,47.83,136,144,143.0,148.67,134.33,134
2024-10-31 19:00:00,134,19,3,0,10,44,Autumn,0,0,0,Evening,29,12,20,5,32,0.615,134,84,42,96,42,96,6,1,46.38,142,145,142.33,144.33,134.25,137
2024-10-31 20:00:00,137,20,3,0,10,44,Autumn,0,0,0,Evening,25,11,25,5,32,0.628,137,81,42,96,42,96,3,1,46.46,134,142,137.33,142.67,133.79,122
2024-10-31 21:00:00,122,21,3,0,10,44,Autumn,0,0,0,Evening,21,9,12,5,32,0.58,126,92,42,96,42,96,5,2,44.05,137,134,137.67,140.33,133.58,124
2024-10-31 22:00:00,124,22,3,0,10,44,Autumn,0,0,0,Evening,25,11,11,3,26,0.58,126,92,42,96,42,96,6,1,41.1,122,126,131.0,136.67,133.08,120
2024-10-31 23:00:00,120,23,3,0,10,44,Autumn,0,0,0,Night,20,9,8,4,29,0.58,126,92,36,82,36,82,5,0,42.45,124,126,127.67,132.5,133.0,94
