datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,hospital capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24,hour,season,week_of_year,shift_period,is_holiday,is_holiday_or_event,event_flag,arrivals,admissions,discharges,transfers,emergency_arrivals,elective_arrivals,waiting_patients,avg_wait_time_minutes,occupancy_rate,bed_occupancy,occupied_beds,available_beds,available_doctors,available_nurses,staff_on_duty,doctor_shortage,nurse_shortage,bed_shortage,appointments_count,or_bookings_count,delayed_discharge_count,department_pressure_score,er_pressure_score,doctors_available,nurses_available,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour
2025-02-05 09:00:00,218,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,16,0,1,0,0,Emergency Surge,1,219,218,9,Winter,6,Morning,0,0,0,50,22,22,2,19,31,15,70,0.92,0.92,201,17,42,96,138,0,0,212,20,5,1,84.2,94.3,42,96,205,206,177.67,156.0,174.21,219
2025-02-05 10:00:00,219,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,17,0,1,0,0,Emergency Surge,1,216,213,10,Winter,6,Morning,0,0,0,51,22,23,2,19,32,16,72,0.92,0.92,201,17,42,96,138,0,0,213,23,3,1,86.55,96.94,42,96,218,212,194.67,169.33,174.71,216
2025-02-05 11:00:00,216,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,17,0,1,0,0,Emergency Surge,1,218,220,11,Winter,6,Morning,0,0,0,51,22,21,2,19,32,18,78,0.92,0.92,201,17,42,96,138,0,0,210,21,5,1,89.25,99.96,42,96,219,217,214.0,184.5,175.0,218
2025-02-05 12:00:00,218,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,16,0,1,0,0,Emergency Surge,1,197,230,12,Winter,6,Morning,0,0,0,50,22,22,2,19,31,18,78,0.92,0.92,201,17,42,96,138,0,0,212,24,6,1,90.0,100.8,42,96,216,218,217.67,197.67,174.96,197
2025-02-05 13:00:00,197,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,0,0,1,0,0,Emergency Surge,1,205,201,13,Winter,6,Morning,0,0,0,33,14,20,1,13,20,10,54,0.904,0.904,197,21,42,96,138,0,0,186,21,4,1,75.47,84.53,42,96,218,183,217.67,206.17,174.96,205
2025-02-05 14:00:00,205,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,1,0,1,0,0,Emergency Surge,1,210,189,14,Winter,6,Morning,0,0,0,35,15,25,1,13,22,9,53,0.92,0.92,201,17,42,96,138,0,0,199,22,5,1,75.1,84.11,42,96,197,195,210.33,212.17,175.54,210
2025-02-05 15:00:00,210,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,4,0,1,0,0,Emergency Surge,1,195,202,15,Winter,6,Evening,0,0,0,38,16,20,1,14,24,11,58,0.92,0.92,201,17,42,96,138,0,0,204,21,4,1,78.05,87.42,42,96,205,194,206.67,212.17,175.96,195
2025-02-05 16:00:00,195,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,4,0,1,0,0,Emergency Surge,1,176,200,16,Winter,6,Evening,0,0,0,38,16,31,1,14,24,12,59,0.894,0.894,195,23,42,96,138,0,0,182,22,6,2,78.37,87.77,42,96,210,194,204.0,210.83,176.62,176
2025-02-05 17:00:00,176,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,177,182,17,Winter,6,Evening,0,0,0,27,12,30,1,10,17,5,33,0.807,0.807,176,42,42,96,138,0,0,143,3,4,1,57.19,64.05,42,96,195,184,203.33,206.83,176.67,177
2025-02-05 18:00:00,177,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,178,189,18,Winter,6,Evening,0,0,0,33,14,29,1,16,17,8,41,0.812,0.812,177,41,42,96,138,0,0,145,1,2,1,61.77,69.18,42,96,176,182,193.67,200.17,176.33,178
2025-02-05 19:00:00,178,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,180,184,19,Winter,6,Evening,0,0,0,31,13,32,1,15,16,7,39,0.817,0.817,178,40,42,96,138,0,0,147,5,0,1,61.44,68.81,42,96,177,176,182.67,193.33,176.12,180
2025-02-05 20:00:00,180,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,165,184,20,Winter,6,Evening,0,0,0,34,15,28,1,16,18,8,42,0.826,0.826,180,38,42,96,138,0,0,151,7,0,1,64.09,71.78,42,96,178,178,177.0,190.17,176.21,165
2025-02-05 21:00:00,165,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,170,160,21,Winter,6,Evening,0,0,0,31,13,17,1,15,16,7,38,0.757,0.757,165,53,42,96,138,0,0,121,4,0,1,57.61,64.52,42,96,180,164,178.33,186.0,176.29,170
2025-02-05 22:00:00,170,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,170,167,22,Winter,6,Evening,0,0,0,34,15,20,1,16,18,6,35,0.78,0.78,170,48,42,96,138,0,0,131,4,0,0,57.39,64.28,42,96,165,164,174.33,178.5,176.33,170
2025-02-05 23:00:00,170,2,Wednesday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,164,23,Winter,6,Night,0,0,0,31,13,15,1,15,16,5,32,0.78,0.78,170,48,36,82,118,0,0,131,6,1,0,56.29,63.04,36,82,170,166,171.67,174.33,176.58,136
2025-02-06 00:00:00,136,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,136,0,Winter,6,Night,0,0,0,25,11,13,1,10,15,4,29,0.624,0.624,136,82,36,82,118,0,0,61,3,0,0,44.58,49.93,36,82,170,138,168.33,173.33,176.75,136
2025-02-06 01:00:00,136,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,134,127,1,Winter,6,Night,0,0,0,23,10,16,1,9,14,4,29,0.624,0.624,136,82,36,82,118,0,0,61,9,1,0,46.08,51.61,36,82,136,135,158.67,166.5,176.67,134
2025-02-06 02:00:00,134,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,130,2,Winter,6,Night,0,0,0,24,10,14,1,9,15,4,29,0.615,0.615,134,84,36,82,118,0,0,57,4,0,0,44.28,49.59,36,82,136,139,147.33,159.5,176.71,136
2025-02-06 03:00:00,136,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,139,135,3,Winter,6,Night,0,0,0,26,11,12,1,10,16,4,29,0.624,0.624,136,82,36,82,118,0,0,61,5,2,0,45.08,50.49,36,82,134,138,135.33,151.83,176.5,139
2025-02-06 04:00:00,139,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,135,136,4,Winter,6,Night,0,0,0,23,10,18,1,9,14,4,29,0.638,0.638,139,79,36,82,118,0,0,67,7,0,0,46.41,51.98,36,82,136,128,135.33,147.0,176.42,135
2025-02-06 05:00:00,135,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,173,136,5,Winter,6,Night,0,0,0,28,12,14,1,11,17,6,35,0.619,0.619,135,83,36,82,118,0,0,59,5,2,0,48.01,53.77,36,82,139,137,136.33,141.83,176.88,173
2025-02-06 06:00:00,173,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,175,164,6,Winter,6,Night,0,0,0,30,13,20,1,11,19,6,35,0.794,0.794,173,45,36,82,118,0,0,137,7,0,0,58.96,66.04,36,82,135,167,136.67,136.0,176.79,175
2025-02-06 07:00:00,175,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,212,160,7,Winter,6,Morning,0,0,0,31,13,16,1,12,19,6,35,0.803,0.803,175,43,42,96,138,0,0,141,2,4,0,58.27,65.26,42,96,173,161,149.0,142.17,177.04,212
2025-02-06 08:00:00,212,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,15,0,1,0,0,Emergency Surge,1,218,204,8,Winter,6,Morning,0,0,0,49,21,23,2,19,30,15,70,0.92,0.92,201,17,42,96,138,0,0,206,20,6,1,84.2,94.3,42,96,175,205,161.0,148.67,177.62,218
2025-02-06 09:00:00,218,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,15,0,1,0,0,Emergency Surge,1,213,214,9,Winter,6,Morning,0,0,0,49,21,23,2,19,30,13,64,0.92,0.92,201,17,42,96,138,0,0,212,17,3,1,80.25,89.88,42,96,212,218,186.67,161.67,177.92,213
2025-02-06 10:00:00,213,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,14,0,1,0,0,Emergency Surge,1,220,216,10,Winter,6,Morning,0,0,0,48,21,22,2,18,30,15,70,0.92,0.92,201,17,42,96,138,0,0,207,22,5,1,84.7,94.86,42,96,218,219,201.67,175.33,177.92,220
2025-02-06 11:00:00,220,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,19,0,1,0,0,Emergency Surge,1,230,212,11,Winter,6,Morning,0,0,0,53,23,20,2,20,33,14,67,0.92,0.92,201,17,42,96,138,0,0,214,23,4,1,83.35,93.35,42,96,213,216,214.33,187.67,177.67,230
2025-02-06 12:00:00,230,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,17,0,1,0,0,Emergency Surge,1,201,215,12,Winter,6,Morning,0,0,0,51,22,22,2,19,32,17,75,0.92,0.92,201,17,42,96,138,0,0,225,20,3,1,87.4,97.89,42,96,220,218,217.0,201.83,177.83,201
2025-02-06 13:00:00,201,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,3,0,1,0,0,Emergency Surge,1,189,199,13,Winter,6,Morning,0,0,0,38,16,19,1,14,24,13,64,0.92,0.92,201,17,42,96,138,0,0,195,18,3,1,80.5,90.16,42,96,230,197,221.0,211.33,178.33,189
2025-02-06 14:00:00,189,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,0,0,1,0,0,Emergency Surge,1,202,192,14,Winter,6,Morning,0,0,0,33,14,21,1,13,20,9,49,0.867,0.867,189,29,42,96,138,0,0,170,22,3,1,71.92,80.55,42,96,201,205,217.0,215.67,178.5,202
2025-02-06 15:00:00,202,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,0,0,1,0,0,Emergency Surge,1,200,198,15,Winter,6,Evening,0,0,0,30,13,21,1,11,19,10,56,0.92,0.92,201,17,42,96,138,0,0,196,24,3,1,77.2,86.46,42,96,189,210,206.67,211.83,177.83,200
2025-02-06 16:00:00,200,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,1,0,1,0,0,Emergency Surge,1,182,188,16,Winter,6,Evening,0,0,0,35,15,34,1,13,22,11,58,0.917,0.917,200,18,42,96,138,0,0,192,20,3,2,77.65,86.97,42,96,202,195,197.33,209.17,177.5,182
2025-02-06 17:00:00,182,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,189,183,17,Winter,6,Evening,0,0,0,28,12,27,1,11,17,7,40,0.835,0.835,182,36,42,96,138,0,0,156,5,2,1,62.54,70.04,42,96,200,176,197.0,207.0,177.71,189
2025-02-06 18:00:00,189,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,2,0,1,0,0,Normal Operations,0,184,180,18,Winter,6,Evening,0,0,0,36,15,30,1,17,19,10,51,0.867,0.867,189,29,42,96,138,0,0,170,4,2,2,69.02,77.3,42,96,182,177,194.67,200.67,177.96,184
2025-02-06 19:00:00,184,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,2,0,1,0,0,Normal Operations,0,184,181,19,Winter,6,Evening,0,0,0,36,15,29,1,17,19,9,47,0.844,0.844,184,34,42,96,138,0,0,160,4,1,2,66.04,73.96,42,96,189,178,190.33,193.83,178.46,184
2025-02-06 20:00:00,184,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,2,0,1,0,0,Normal Operations,0,160,184,20,Winter,6,Evening,0,0,0,36,15,32,1,17,19,9,47,0.844,0.844,184,34,42,96,138,0,0,160,5,2,2,66.29,74.24,42,96,184,180,185.0,191.0,178.71,160
2025-02-06 21:00:00,160,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,167,167,21,Winter,6,Evening,0,0,0,29,12,20,1,14,15,4,29,0.734,0.734,160,58,42,96,138,0,0,110,1,2,0,50.69,56.77,42,96,184,165,185.67,190.17,178.88,167
2025-02-06 22:00:00,167,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,164,167,22,Winter,6,Evening,0,0,0,29,12,17,1,14,15,7,38,0.766,0.766,167,51,42,96,138,0,0,125,5,1,1,58.41,65.42,42,96,160,170,176.0,183.17,178.67,164
2025-02-06 23:00:00,164,3,Thursday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,172,23,Winter,6,Night,0,0,0,32,14,15,1,15,17,8,40,0.752,0.752,164,54,36,82,118,0,0,119,0,1,1,57.94,64.89,36,82,167,170,170.33,177.67,178.54,136
2025-02-07 00:00:00,136,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,127,104,0,Winter,6,Night,0,0,0,26,11,13,1,10,16,5,32,0.624,0.624,136,82,36,82,118,0,0,61,3,1,0,46.18,51.72,36,82,164,136,163.67,174.67,178.29,127
2025-02-07 01:00:00,127,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,130,104,1,Winter,6,Night,0,0,0,23,10,9,1,9,14,3,26,0.583,0.583,127,91,36,82,118,0,0,43,4,0,0,40.75,45.64,36,82,136,136,155.67,165.83,178.29,130
2025-02-07 02:00:00,130,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,135,101,2,Winter,6,Night,0,0,0,24,10,12,1,9,15,3,26,0.596,0.596,130,88,36,82,118,0,0,49,1,2,0,40.83,45.73,36,82,127,134,142.33,156.33,177.92,135
2025-02-07 03:00:00,135,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,104,3,Winter,6,Night,0,0,0,26,11,13,1,10,16,3,26,0.619,0.619,135,83,36,82,118,0,0,59,6,1,0,43.46,48.68,36,82,130,136,131.0,147.33,177.75,136
2025-02-07 04:00:00,136,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,136,102,4,Winter,6,Night,0,0,0,28,12,16,1,11,17,6,35,0.624,0.624,136,82,36,82,118,0,0,61,4,2,0,48.03,53.79,36,82,135,139,130.67,143.17,177.71,136
2025-02-07 05:00:00,136,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,164,95,5,Winter,6,Night,0,0,0,23,10,12,1,9,14,2,24,0.624,0.624,136,82,36,82,118,0,0,61,4,0,0,41.63,46.63,36,82,136,135,133.67,138.0,177.58,164
2025-02-07 06:00:00,164,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,160,132,6,Winter,6,Night,0,0,0,29,12,15,1,11,18,5,32,0.752,0.752,164,54,36,82,118,0,0,119,6,3,0,54.64,61.2,36,82,136,173,135.67,133.33,177.62,160
2025-02-07 07:00:00,160,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,204,130,7,Winter,6,Morning,0,0,0,28,12,17,1,11,17,5,32,0.734,0.734,160,58,42,96,138,0,0,110,4,5,0,53.04,59.4,42,96,164,175,145.33,138.0,177.25,204
2025-02-07 08:00:00,204,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,10,0,1,0,0,Emergency Surge,1,214,156,8,Winter,6,Morning,0,0,0,44,19,18,2,17,27,14,67,0.92,0.92,201,17,42,96,138,0,0,198,22,5,1,83.1,93.07,42,96,160,212,153.33,143.5,176.62,214
2025-02-07 09:00:00,214,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,16,0,1,0,0,Emergency Surge,1,216,170,9,Winter,6,Morning,0,0,0,50,22,21,2,19,31,16,72,0.92,0.92,201,17,42,96,138,0,0,208,22,4,1,86.3,96.66,42,96,204,218,176.0,155.83,176.29,216
2025-02-07 10:00:00,216,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,14,0,1,0,0,Emergency Surge,1,212,167,10,Winter,6,Morning,0,0,0,48,21,20,2,18,30,15,70,0.92,0.92,201,17,42,96,138,0,0,210,21,4,1,84.45,94.58,42,96,214,213,192.67,169.0,176.12,212
2025-02-07 11:00:00,212,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,17,0,1,0,0,Emergency Surge,1,215,168,11,Winter,6,Morning,0,0,0,51,22,20,2,19,32,17,75,0.92,0.92,201,17,42,96,138,0,0,206,18,5,1,86.9,97.33,42,96,216,220,211.33,182.33,176.25,215
2025-02-07 12:00:00,215,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,18,0,1,0,0,Emergency Surge,1,199,169,12,Winter,6,Morning,0,0,0,52,22,20,2,20,32,15,70,0.92,0.92,201,17,42,96,138,0,0,209,21,4,1,84.45,94.58,42,96,212,230,214.0,195.0,175.92,199
2025-02-07 13:00:00,199,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,2,0,1,0,0,Emergency Surge,1,192,151,13,Winter,6,Morning,0,0,0,36,15,16,1,14,22,12,61,0.913,0.913,199,19,42,96,138,0,0,190,20,3,1,78.97,88.45,42,96,215,201,214.33,203.5,175.29,192
2025-02-07 14:00:00,192,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,0,0,1,0,0,Emergency Surge,1,198,155,14,Winter,6,Morning,0,0,0,34,15,20,1,13,21,10,52,0.881,0.881,192,26,42,96,138,0,0,176,19,3,1,73.59,82.42,42,96,199,189,208.67,210.0,175.21,198
2025-02-07 15:00:00,198,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,1,0,1,0,0,Emergency Surge,1,188,145,15,Winter,6,Evening,0,0,0,35,15,21,1,13,22,13,63,0.908,0.908,198,20,42,96,138,0,0,188,24,4,1,81.3,91.06,42,96,192,202,202.0,208.0,175.33,188
2025-02-07 16:00:00,188,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,1,0,1,0,0,Emergency Surge,1,183,146,16,Winter,6,Evening,0,0,0,35,15,30,1,13,22,9,48,0.862,0.862,188,30,42,96,138,0,0,168,19,4,2,70.89,79.4,42,96,198,200,196.33,205.33,175.17,183
2025-02-07 17:00:00,183,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,180,134,17,Winter,6,Evening,0,0,0,33,14,32,1,13,20,9,46,0.839,0.839,183,35,42,96,138,0,0,158,5,5,2,66.02,73.94,42,96,188,182,192.67,200.67,174.67,180
2025-02-07 18:00:00,180,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,181,141,18,Winter,6,Evening,0,0,0,32,14,30,1,15,17,7,40,0.826,0.826,180,38,42,96,138,0,0,151,4,2,1,61.74,69.15,42,96,183,189,189.67,195.83,174.71,181
2025-02-07 19:00:00,181,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,184,135,19,Winter,6,Evening,0,0,0,31,13,31,1,15,16,8,43,0.83,0.83,181,37,42,96,138,0,0,154,6,2,1,64.12,71.81,42,96,180,184,183.67,190.0,174.33,184
2025-02-07 20:00:00,184,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,167,137,20,Winter,6,Evening,0,0,0,34,15,33,1,16,18,9,47,0.844,0.844,184,34,42,96,138,0,0,160,1,1,2,65.29,73.12,42,96,181,184,181.33,187.0,174.21,167
2025-02-07 21:00:00,167,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,167,128,21,Winter,6,Evening,0,0,0,30,13,15,1,14,16,5,32,0.766,0.766,167,51,42,96,138,0,0,125,7,3,0,55.71,62.4,42,96,184,160,181.67,185.67,174.21,167
2025-02-07 22:00:00,167,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,172,131,22,Winter,6,Evening,0,0,0,32,14,16,1,15,17,6,35,0.766,0.766,167,51,42,96,138,0,0,125,7,1,0,57.31,64.19,42,96,167,167,177.33,180.5,174.5,172
2025-02-07 23:00:00,172,4,Friday,2,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,104,123,23,Winter,6,Night,0,0,0,32,14,17,1,15,17,7,38,0.789,0.789,172,46,36,82,118,0,0,135,3,1,1,59.29,66.4,36,82,167,164,172.67,177.0,174.5,104
2025-02-08 00:00:00,104,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,104,95,0,Winter,6,Night,0,0,0,17,6,13,0,6,11,3,26,0.58,0.58,126,92,36,82,118,0,0,18,5,0,0,40.85,45.75,36,82,172,136,168.67,175.17,174.83,104
2025-02-08 01:00:00,104,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,101,98,1,Winter,6,Night,0,0,0,12,4,8,0,5,7,0,18,0.58,0.58,126,92,36,82,118,0,0,18,7,1,0,36.55,40.94,36,82,104,127,147.67,162.5,173.5,101
2025-02-08 02:00:00,101,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,104,100,2,Winter,6,Night,0,0,0,19,6,14,0,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,15,3,1,0,40.35,45.19,36,82,104,130,126.67,149.67,172.54,104
2025-02-08 03:00:00,104,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,102,94,3,Winter,6,Night,0,0,0,18,6,13,0,7,11,4,29,0.58,0.58,126,92,36,82,118,0,0,18,4,0,0,42.2,47.26,36,82,101,135,103.0,135.83,171.33,102
2025-02-08 04:00:00,102,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,95,92,4,Winter,6,Night,0,0,0,18,6,10,0,7,11,3,26,0.58,0.58,126,92,36,82,118,0,0,16,4,1,0,40.6,45.47,36,82,104,136,103.0,125.33,170.04,95
2025-02-08 05:00:00,95,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,132,94,5,Winter,6,Night,0,0,0,17,6,11,0,6,11,2,24,0.58,0.58,126,92,36,82,118,0,0,8,5,1,0,39.25,43.96,36,82,102,136,102.33,114.5,168.62,132
2025-02-08 06:00:00,132,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,130,128,6,Winter,6,Night,0,0,0,23,8,13,1,9,14,4,29,0.606,0.606,132,86,36,82,118,0,0,53,2,1,0,43.23,48.42,36,82,95,164,100.33,101.67,166.92,130
2025-02-08 07:00:00,130,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,156,124,7,Winter,6,Morning,0,0,0,24,8,12,1,9,15,5,32,0.596,0.596,130,88,42,96,138,0,0,49,7,1,0,45.53,50.99,42,96,132,160,109.67,106.33,165.58,156
2025-02-08 08:00:00,156,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,7,0,1,0,0,Normal Operations,0,170,153,8,Winter,6,Morning,0,0,0,38,13,13,1,14,24,6,35,0.716,0.716,156,62,42,96,138,0,0,102,2,0,0,53.04,59.4,42,96,130,204,119.0,110.67,164.33,170
2025-02-08 09:00:00,170,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,8,0,1,0,0,Normal Operations,0,167,157,9,Winter,6,Morning,0,0,0,39,13,18,1,15,24,6,35,0.78,0.78,170,48,42,96,138,0,0,131,4,1,0,57.39,64.28,42,96,156,214,139.33,119.83,162.33,167
2025-02-08 10:00:00,167,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,7,0,1,0,0,Normal Operations,0,168,157,10,Winter,6,Morning,0,0,0,37,13,20,1,14,23,6,35,0.766,0.766,167,51,42,96,138,0,0,125,2,0,0,56.06,62.79,42,96,170,216,152.0,130.83,160.5,168
2025-02-08 11:00:00,168,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,11,0,1,0,0,Normal Operations,0,169,157,11,Winter,6,Morning,0,0,0,41,14,17,1,16,25,8,40,0.771,0.771,168,50,42,96,138,0,0,127,5,1,1,60.29,67.52,42,96,167,212,164.33,141.67,158.46,169
2025-02-08 12:00:00,169,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,12,0,1,0,0,Normal Operations,0,151,167,12,Winter,6,Morning,0,0,0,42,14,15,1,16,26,10,46,0.775,0.775,169,49,42,96,138,0,0,129,5,1,1,63.76,71.41,42,96,168,215,168.33,153.83,156.62,151
2025-02-08 13:00:00,151,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,155,147,13,Winter,6,Morning,0,0,0,24,8,13,1,9,15,4,29,0.693,0.693,151,67,42,96,138,0,0,92,3,0,0,48.71,54.56,42,96,169,199,168.0,160.0,154.71,155
2025-02-08 14:00:00,155,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,145,147,14,Winter,6,Morning,0,0,0,25,8,18,1,10,15,4,29,0.711,0.711,155,63,42,96,138,0,0,100,3,1,0,49.81,55.79,42,96,151,192,162.67,163.5,152.71,145
2025-02-08 15:00:00,145,5,Saturday,2,1,0,No Holiday,2,Cold/Flu Season,1,218,0,0,3,0,1,0,0,Normal Operations,0,146,143,15,Winter,6,Evening,0,0,0,32,11,13,1,12,20,6,35,0.665,0.665,145,73,42,96,138,0,0,80,7,3,0,51.26,57.41,42,96,155,198,158.33,163.33,151.17,146
